TIME:9:54am on 30.05.2016	2016-05-30T09:54
DATE:12.9.66	2066-12-09
DATE:16/2/2067	2067-02-16
TIME:16/05/2012 at 12:56	2012-05-16T12:56
TIME:23/04/2012 at 13:09	2012-04-23T13:09
DATE:10.6.70	2070-10-06
DURATION:32-35 dys	P33.5D
DATE:19961104	1996-11-04
DATE:2064	2064
DATE:5.6.63	2063-05-06
DATE:20/3/2066	2066-03-20
DATE:22/12/2005	2005-12-22
DURATION:26-29 yrs	P27.5Y
TIME:2683-04-13 00:00:00	2683-04-13T00:00:00
DATE:5/3/63	2063-05-03
DURATION:36 month	P36M
DURATION:28-31 wk	P29.5W
DATE:15/12/2007	2007-12-15
DATE:5.8.2063	2063-05-08
DATE:5/2/1994	1994-02-05
DATE:16/2/2020	2020-02-16
DATE:2/8/2067	2067-02-08
DURATION:20-21 dys	P20.5D
DATE:19/11/2063	2063-11-19
DATE:10/2/63	2063-10-02
DATE:6.6.66	2066-06-06
TIME:21/03/2013 at 13:55	2013-03-21T13:55
DATE:25/10/2063	2063-10-25
TIME:15:22 on 3.5.13	2013-05-03T15:22
TIME:13/03/2013 at 16:12	2013-03-13T16:12
TIME:23/11/2013 at 19:13	2013-11-23T19:13
DATE:3/3/68	2068-03-03
DATE:28/12/2066	2066-12-28
DATE:2.9.2072	2072-02-09
TIME:2300-02-10 00:00:00	2300-02-10T00:00:00
DURATION:29 yr	P29Y
DURATION:23 wks	P23W
DURATION:29 yrs	P29Y
TIME:27/08/2013 at 13:32	2013-08-27T13:32
DATE:16.1.63	2063-01-16
DATE:8/2/2071	2071-08-02
DATE:16.12.63	2063-12-16
TIME:06/05/2013 at 16:54	2013-05-06T16:54
DURATION:16-19 dy	P17.5D
DATE:17/3/2010	2010-03-17
DATE:24/8/1993	1993-08-24
DATE:18/3/2012	2012-03-18
TIME:12/04/2013 at 09:34	2013-04-12T09:34
DATE:18/6/2002	2002-06-18
DATE:18/7/1992	1992-07-18
DATE:16/12/2063	2063-12-16
TIME:24/03/2016  at 14:14	2016-03-24T14:14
DATE:2/7/2066	2066-07-02
DATE:19/2/2001	2001-02-19
DATE:1.12.63	2063-12-01
DATE:8/4/2013	2013-08-04
TIME:4.10pm, 29/8/17	2017-08-29T16:10
DATE:8/2/62	2062-02-08
DATE:30/7/2063	2063-07-30
DATE:29/4/2067	2067-04-29
DATE:25.4.67	2067-04-25
DURATION:44 year	P44Y
DATE:17/6/2063	2063-06-17
DURATION:12 mths	P12M
DATE:original	2013-02-06
DATE:19850913	1985-09-13
DURATION:29-30 year	P29.5Y
DATE:30/11/2010	2010-11-30
TIME:25/10/2013 at 08:40	2013-10-25T08:40
DURATION:32-35 dy	P33.5D
TIME:06/10/2015 at 15:30	2015-10-06T15:30
DATE:16/6/63	2063-06-16
TIME:9:50am on 30.07.13	2013-07-30T09:50
DATE:21/2/1989	1989-02-21
DATE:23/7/2013	2013-07-23
TIME:21/12/2012 at 09:09	2012-12-21T09:09
TIME:29/07/2013 at 13:08	2013-07-29T13:08
DATE:16/9/2067	2067-09-16
TIME:16:55 on the 27/05/2013	2013-05-27T16:55
DURATION:16-19 day	P17.5D
DATE:30/10/63	2063-10-30
DATE:26.11.2063	2063-11-26
DATE:13/1/2065	2065-01-13
DURATION:33-35 month	P34M
DATE:8/9/1992	1992-09-08
DURATION:nine months	P9M
DATE:22/2/2062	2062-02-22
DATE:18.3.63	2063-03-18
DATE:8/5/2063	2063-08-05
DATE:1.9.63	2063-01-09
TIME:9:35am on 3/6/13	2013-06-03T09:35
DATE:5.7.2063	2063-07-05
DURATION:44-49 yrs	P46.5Y
TIME:12/02/2016  at 09:24	2016-02-12T09:24
DURATION:21-26 day	P23.5D
DATE:24/11/1995	1995-11-24
DURATION:29 year	P29Y
DATE:25/12/63	2063-12-25
DATE:12/6/2067	2067-06-12
DATE:6/7/2065	2065-07-06
DATE:6.7.71	2071-07-06
TIME:01/03/2013 at 09:48	2013-03-01T09:48
DATE:6/8/1988	1988-06-08
DATE:25/5/66	2066-05-25
DATE:14/2/2066	2066-02-14
DATE:27/12/2018	2018-12-27
TIME:2:55pm on 19.9.16	2016-09-19T14:55
DATE:21.1.63	2063-01-21
DATE:14/2/63	2063-02-14
DATE:8/10/63	2063-10-08
TIME:2626-08-22 00:00:00	2626-08-22T00:00:00
DATE:1/5/2032	2032-01-05
DURATION:35 week	P35W
TIME:12:00pm 14.5.12	2012-05-14T12:00
DATE:16/1/62	2062-01-16
TIME:07.04.15 at 1300hrs	2015-04-07T13:00
DURATION:6 mths	P6M
DATE:2/12/2065	2065-12-02
DATE:2/7/63	2063-02-07
DATE:10/4/62	2062-10-04
DATE:6.11.67	2067-06-11
DATE:2/11/65	2065-11-02
DATE:17/2/2067	2067-02-17
DATE:3/4/2005	2005-04-03
DATE:22.1.62	2062-01-22
TIME:25/11/2013 at 08:12	2013-11-25T08:12
TIME:2:24pm 23.4.13	2013-04-23T14:24
DATE:30/4/63	2063-04-30
TIME:14:30on 14.11.13	2013-11-14T14:30
DATE:23/5/66	2066-05-23
DATE:21/2/62	2062-02-21
TIME:02/11/2013 at 11:11	2013-11-02T11:11
DATE:28.10.63	2063-10-28
DATE:8.7.63	2063-07-08
DATE:14/6/2063	2063-06-14
TIME:22/01/2015 at 16:10	2015-01-22T16:10
DATE:28/7/2066	2066-07-28
DATE:23/10/2027	2027-10-23
DATE:8.2.66	2066-08-02
DATE:2/5/2011	2011-02-05
TIME:10:04am on 17.07.13	2013-07-17T10:04
TIME:22/07/2013 at 13:35	2013-07-22T13:35
DATE:Dec 2062	2062-12
DATE:24/3/68	2068-03-24
DATE:22/1/63	2063-01-22
TIME:02/04/2015 at 14:54	2015-04-02T14:54
DATE:12.11.2063	2063-11-12
TIME:2847-07-19 00:00:00	2847-07-19T00:00:00
DATE:12/2/65	2065-02-12
DATE:20030715	2003-07-15
TIME:06/02/2013 at 16:03	2013-02-06T16:03
DURATION:46-51 mth	P48.5M
DATE:5.4.67	2067-04-05
DATE:20241214	2024-12-14
DATE:15/2/1992	1992-02-15
DATE:14/2/62	2062-02-14
DATE:19/12/2063	2063-12-19
DATE:4/9/2063	2063-04-09
TIME:02/09/2013 at 11:50	2013-09-02T11:50
DURATION:44 yrs	P44Y
DATE:29.4.67	2067-04-29
DURATION:13 wks	P13W
DATE:11/11/66	2066-11-11
TIME:2293-04-26 00:00:00	2293-04-26T00:00:00
DATE:9/10/1998	1998-09-10
SET:nine times => R9
TIME:3.35pm on 18.04.12	2012-04-18T15:35
DATE:20/7/2031	2031-07-20
DURATION:16-18 yrs	P17Y
DURATION:33-35 months	P34M
TIME:12:00 on 24/6/15	2015-06-24T12:00
DATE:1.3.63	2063-01-03
DATE:5.2.66	2066-05-02
DATE:17/12/2011	2011-12-17
DATE:27/9/66	2066-09-27
DATE:20.2.63	2063-02-20
TIME:10/04/2013 at 13:33	2013-04-10T13:33
DATE:12/6/62	2062-12-06
DATE:2.7.66	2066-07-02
TIME:5:58pm on the 12th of December 2013	2013-12-12T17:58
DATE:22/7/63	2063-07-22
DATE:22.8.63	2063-08-22
DATE:7/1/2063	2063-07-01
DATE:30/12/66	2066-12-30
DATE:28.11.62	2062-11-28
DATE:21/11/2063	2063-11-21
TIME:29/04/2013 at 13:16	2013-04-29T13:16
DATE:25/8/2067	2067-08-25
DATE:2/8/2022	2022-08-02
TIME:09/10/2013 at 08:33	2013-10-09T08:33
DATE:20210206	2021-02-06
DATE:21/12/66	2066-12-21
DATE:14.2.63	2063-02-14
DATE:11.12.63	2063-11-12
TIME:2322-09-11 00:00:00	2322-09-11T00:00:00
DATE:22/1/2063	2063-01-22
DURATION:23-28 wk	P25.5W
DATE:9.2.62	2062-02-09
DATE:20/2/2000	2000-02-20
DATE:28/10/2015	2015-10-28
DATE:9/10/2007	2007-10-09
DURATION:19-21 wk	P20W
DATE:7.3.2063	2063-07-03
DURATION:12 mth	P12M
TIME:09/08/13 6:20 pm	2013-08-09T18:20
DATE:12/12/2066	2066-12-12
DATE:19/7/2063	2063-07-19
DATE:27/12/2008	2008-12-27
DATE:4.10.62	2062-10-04
DATE:20000117	2000-01-17
DATE:27/1/2070	2070-01-27
DATE:23/5/2028	2028-05-23
TIME:01:13 pm on 3/8/16	2016-08-03T13:13
TIME:07/05/2013 at 14:57	2013-05-07T14:57
DATE:18/7/63	2063-07-18
DURATION:20 day	P20D
DATE:27.5.63	2063-05-27
DATE:7.1.66	2066-01-07
DATE:2/5/63	2063-02-05
DATE:17.4.63	2063-04-17
DURATION:17 years	P17Y
DATE:20/11/2070	2070-11-20
TIME:20/05/2013 at 16:55	2013-05-20T16:55
TIME:26.2.13 on 20:50pm	2013-02-26T20:50
DATE:19940518	1994-05-18
DURATION:44 wks	P44W
DATE:2/10/2063	2063-10-02
DATE:8.3.63	2063-08-03
DATE:17.6.2063	2063-06-17
DATE:9/10/2003	2003-10-09
TIME:10.37am on 10.09.13	2013-09-10T10:37
DATE:previous	2063-05-08
TIME:3:04pm on 26.10.16	2016-10-26T15:04
TIME:4.30pm on 03.11.15	2015-11-03T16:30
DATE:30.6.66	2066-06-30
DATE:16.1.62	2062-01-16
DATE:5.1.66	2066-05-01
DATE:today	2066-09-30
TIME:16/2/2015 at 1735 hrs	2015-02-16T17:35
DATE:27/5/2036	2036-05-27
DATE:24.10.63	2063-10-24
DATE:1/2/2006	2006-01-02
DATE:1/1/2063	2063-01-01
DURATION:6 month	P6M
DATE:9/3/63	2063-03-09
TIME:05/12/2012 at 13:59	2012-12-05T13:59
DATE:21/7/2067	2067-07-21
TIME:2.55pm on 20.01.13	2013-01-20T14:55
TIME:17/10/2012 at 13:27	2012-10-17T13:27
TIME:22/03/2013 at 14:55	2013-03-22T14:55
DATE:13.4.65	2065-04-13
TIME:1:42pm on 11/10/16	2016-10-11T13:42
DATE:15/10/63	2063-10-15
DATE:20/2/67	2067-02-20
DATE:29/5/1985	1985-05-29
DURATION:21 weeks	P21W
TIME:15:10 on 02.09.2013	2013-09-02T15:10
DATE:12.12.2063	2063-12-12
TIME:14:55pm on 11.4.16	2016-04-11T14:55
DATE:16.12.66	2066-12-16
DATE:16/2/2066	2066-02-16
DATE:29.1.63	2063-01-29
TIME:3:15pm on 2.11.16	2016-11-02T15:15
DATE:7.12.2067	2067-12-07
DURATION:26 yrs	P26Y
DATE:24/5/2008	2008-05-24
DATE:1.5.66	2066-01-05
DURATION:36-40 yr	P38Y
DURATION:33 days	P33D
TIME:2788-02-11 00:00:00	2788-02-11T00:00:00
TIME:17.25 on 7/11/12	2012-11-07T17:25
DATE:3/2/70	2070-02-03
DATE:1.5.65	2065-01-05
TIME:10.30am on 25.02.13	2013-02-25T10:30
DURATION:47 dy	P47D
DATE:12/6/1996	1996-12-06
TIME:10/04/2013 at 12:41	2013-04-10T12:41
TIME:4:45pm on 1.11.16	2016-11-01T16:45
DATE:25.4.65	2065-04-25
DATE:19/4/2067	2067-04-19
DATE:19931228	1993-12-28
DATE:10/10/2013	2013-10-10
DATE:6/9/62	2062-09-06
DURATION:12 month	P12M
DATE:14.10.2063	2063-10-14
TIME:26/9/16 at 09:30hrs	2016-09-26T09:30
TIME:2569-06-06 00:00:00	2569-06-06T00:00:00
DATE:7.4.63	2063-04-07
DATE:9/10/2063	2063-10-09
DATE:9/3/64	2064-03-09
DATE:4/9/2071	2071-09-04
DATE:20/4/63	2063-04-20
DATE:24/12/2063	2063-12-24
DATE:16.4.67	2067-04-16
DATE:5/5/2030	2030-05-05
DATE:21.11.66	2066-11-21
DATE:1/7/2067	2067-07-01
DATE:7.8.2065	2065-07-08
DURATION:13yrs	P13Y
DATE:1/12/63	2063-12-01
DURATION:35 months	P35M
DATE:23/6/2036	2036-06-23
DATE:3/2/2001	2001-02-03
DATE:25.3.63	2063-03-25
DATE:18/4/1999	1999-04-18
DATE:14/12/66	2066-12-14
DURATION:6-7 month	P6.5M
DATE:19/1/2067	2067-01-19
DATE:23/8/66	2066-08-23
DATE:1.6.63	2063-01-06
DATE:7/6/2063	2063-06-07
DATE:9.8.66	2066-08-09
DATE:9/1/71	2071-09-01
DATE:23.2.62	2062-02-23
DATE:22/12/2066	2066-12-22
DATE:10/9/71	2071-09-10
DATE:1/12/2066	2066-12-01
DATE:9/11/1980	1980-09-11
DATE:4/8/1987	1987-04-08
DATE:7/2/2063	2063-07-02
DATE:23/1/2063	2063-01-23
SET:six times => R6
TIME:05/11/2013at 17:30	2013-11-05T17:30
DATE:3/5/2065	2065-05-03
DURATION:3 year	P3Y
DATE:4/2/2065	2065-02-04
DURATION:40-44 mth	P42M
DATE:7/11/62	2062-07-11
DATE:2063	2063
DATE:4.1.66	2066-01-04
DATE:20.10.66	2066-10-20
TIME:2872-07-21 00:00:00	2872-07-21T00:00:00
DATE:21.5.65	2065-05-21
DATE:28/12/2062	2062-12-28
DATE:19960307	1996-03-07
DURATION:44-46 weeks	P45W
DATE:7.8.2063	2063-07-08
DATE:26/10/2011	2011-10-26
DATE:2/11/2065	2065-11-02
DATE:original	2063-10-30
DATE:4/3/2064	2064-04-03
DATE:25/6/2005	2005-06-25
DATE:Now	2013-02-06
DATE:14/4/2065	2065-04-14
DATE:21/11/2062	2062-11-21
TIME:01/05/2013 at 09:33	2013-05-01T09:33
DATE:27/8/65	2065-08-27
DURATION:33-35 mth	P34M
DATE:26/6/2062	2062-06-26
DATE:24/3/1986	1986-03-24
DATE:15.10.63	2063-10-15
DATE:3.12.2067	2067-03-12
DATE:24.5.2063	2063-05-24
DATE:18/3/1991	1991-03-18
DATE:30.6.65	2065-06-30
DATE:20/3/2067	2067-03-20
DATE:10/3/2070	2070-10-03
DATE:28/3/2013	2013-03-28
DATE:25.5.65	2065-05-25
DATE:7/5/1978	1978-05-07
DATE:24.12.64	2064-12-24
DURATION:35-37 mth	P36M
DATE:23/7/2006	2006-07-23
DATE:23/1/66	2066-01-23
DATE:24/4/1981	1981-04-24
DATE:18/9/2013	2013-09-18
TIME:18:00 on 21/7/13	2013-07-21T18:00
DATE:20.7.66	2066-07-20
DATE:11.6.62	2062-06-11
DATE:25/7/1983	1983-07-25
DATE:11/10/1999	1999-10-11
DATE:14/2/2062	2062-02-14
TIME:2516-01-04 00:00:00	2516-01-04T00:00:00
DATE:27/11/2067	2067-11-27
TIME:05/12/2013 at 15:09	2013-12-05T15:09
DATE:3/11/1999	1999-11-03
TIME:10.45am, 3.3.16	2016-03-03T10:45
DATE:30/7/2007	2007-07-30
DATE:5/3/2063	2063-05-03
DATE:1/10/1996	1996-10-01
TIME:30/01/2013 at 16:26	2013-01-30T16:26
DATE:2028	2028
DATE:6.8.63	2063-08-06
DATE:30.8.66	2066-08-30
DATE:24.9.63	2063-09-24
DATE:16.1.66	2066-01-16
DATE:17/4/67	2067-04-17
DURATION:44-46 week	P45W
DATE:1/6/2071	2071-06-01
TIME:01/07/2013 at 08:53	2013-07-01T08:53
DATE:29/12/2064	2064-12-29
DATE:19.12.63	2063-12-19
DATE:8.7.2063	2063-07-08
DURATION:47 day	P47D
DURATION:23 weeks	P23W
DATE:2/5/2066	2066-05-02
DURATION:44 yr	P44Y
DATE:16.7.63	2063-07-16
DATE:4/4/2065	2065-04-04
DATE:19/6/2036	2036-06-19
DATE:2/3/70	2070-02-03
DURATION:20-25 month	P22.5M
DATE:10.11.66	2066-11-10
DURATION:35-40 weeks	P37.5W
TIME:12:10pm on 18/02/2017	2017-02-18T12:10
DATE:25.10.63	2063-10-25
DATE:9/10/71	2071-09-10
DATE:18/3/2063	2063-03-18
SET:twice => R2
DURATION:44-46 wks	P45W
DATE:27/12/2063	2063-12-27
DATE:9/4/2067	2067-04-09
DATE:25.2.63	2063-02-25
TIME:30/04/2012 at 12:33	2012-04-30T12:33
DATE:3/7/2071	2071-07-03
DATE:7/6/2065	2065-07-06
DATE:27.5.65	2065-05-27
DURATION:36 dys	P36D
DATE:30/8/2063	2063-08-30
DURATION:21-26 dys	P23.5D
DATE:18/10/2001	2001-10-18
DATE:19/11/1994	1994-11-19
DATE:5/2/65	2065-02-05
TIME:24/03/2016 at 11:00	2016-03-24T11:00
DATE:22/1/2062	2062-01-22
DATE:8/12/67	2067-12-08
DATE:14/5/65	2065-05-14
DATE:5.9.2063	2063-05-09
DATE:6.12.62	2062-06-12
TIME:16/11/2012 at 16:43	2012-11-16T16:43
DATE:3.8.71	2071-08-03
DATE:3.8.66	2066-08-03
DATE:17/11/2066	2066-11-17
DATE:11/12/63	2063-11-12
DATE:23.10.63	2063-10-23
DATE:7/7/2010	2010-07-07
DATE:24/12/2019	2019-12-24
DATE:28/6/2067	2067-06-28
DATE:5/6/2063	2063-06-05
DURATION:6 mth	P6M
DATE:30/12/2065	2065-12-30
DATE:3/11/63	2063-03-11
TIME:3pm 24.3.15	2015-03-24T15:00
DATE:5.12.66	2066-05-12
TIME:03/06/2013 at 08:54	2013-06-03T08:54
TIME:3.06pm on 30.4.13	2013-04-30T15:06
DATE:9/7/2063	2063-07-09
DURATION:36-40 years	P38Y
DATE:10/4/63	2063-10-04
DATE:24/3/2013	2013-03-24
DATE:3.3.63	2063-03-03
TIME:23/07/2013 at 08:49	2013-07-23T08:49
TIME:19.12.16 at 3:13pm	2016-12-19T15:13
DATE:14/9/2063	2063-09-14
TIME:2679-02-10 00:00:00	2679-02-10T00:00:00
DATE:13/12/2066	2066-12-13
DATE:30/4/2009	2009-04-30
DATE:18/7/2069	2069-07-18
TIME:11.55am on 12.08.13	2013-08-12T11:55
DATE:27/1/63	2063-01-27
TIME:15/11/2012 at 16:44	2012-11-15T16:44
DATE:25.3.65	2065-03-25
DURATION:31-32 dy	P31.5D
DATE:2/2/66	2066-02-02
DATE:17/12/2008	2008-12-17
TIME:06/05/2013 at 19:32	2013-05-06T19:32
DATE:22.2.63	2063-02-22
TIME:14.10 on 25.03.13	2013-03-25T14:10
DATE:14/8/2002	2002-08-14
TIME:13.50 on 19.09.12	2012-09-19T13:50
DATE:29.8.63	2063-08-29
DATE:26/12/2066	2066-12-26
DATE:16/11/2008	2008-11-16
DATE:2/6/2071	2071-06-02
TIME:1400 on 20/9/16	2016-09-20T14:00
DATE:19/12/63	2063-12-19
TIME:11/01/2013 at 15:33	2013-01-11T15:33
TIME:20/02/2013 at 14:04	2013-02-20T14:04
TIME:12:35pm on 30/01/2017	2017-01-30T12:35
DATE:original	2063-10-14
DATE:6/3/2003	2003-06-03
TIME:28/03/2013 at 12:15	2013-03-28T12:15
TIME:1:56pm on 30/5/13	2013-05-30T13:56
DATE:4/7/71	2071-04-07
DATE:5.2.63	2063-02-05
DATE:6/2002	2002-06
DATE:17/1/2067	2067-01-17
DURATION:20 mth	P20M
DATE:1/5/2001	2001-01-05
DATE:24.11.66	2066-11-24
DATE:23/9/2004	2004-09-23
DATE:22/9/1989	1989-09-22
DATE:9/8/1993	1993-09-08
DURATION:38-41 years	P39.5Y
DURATION:15yrs	P15Y
TIME:19/09/2013 at 16:33	2013-09-19T16:33
DATE:11/3/2012	2012-11-03
DATE:3/9/65	2065-09-03
DATE:8/6/1993	1993-08-06
DATE:26/6/1980	1980-06-26
DATE:3.1.65	2065-03-01
DATE:4/2/2070	2070-02-04
DATE:6.12.63	2063-12-06
DATE:27.11.63	2063-11-27
DATE:20/10/2037	2037-10-20
DATE:5/5/2066	2066-05-05
DATE:17/1/2062	2062-01-17
TIME:27/05/2013 at 10:30	2013-05-27T10:30
TIME:10/10/2013 at 16:10	2013-10-10T16:10
DATE:16.11.66	2066-11-16
DATE:2070	2070
TIME:07/03/2013 at 14:47	2013-03-07T14:47
DATE:26/3/2067	2067-03-26
DATE:25.1.2062	2062-01-25
DATE:29/1/1988	1988-01-29
TIME:9:50am on 4.11.16	2016-11-04T09:50
DURATION:34 days	P34D
TIME:28.06.16 at 1705	2016-06-28T17:05
TIME:23/02/2015 at 09:22	2015-02-23T09:22
DURATION:34 wk	P34W
DATE:19/1/1980	1980-01-19
DATE:1/3/2063	2063-01-03
TIME:06/05/2013 at 09:19	2013-05-06T09:19
DATE:1/11/67	2067-11-01
DATE:17/7/2063	2063-07-17
TIME:27/02/2015 at 16:26	2015-02-27T16:26
DATE:10/7/2063	2063-10-07
TIME:30/07/2013 at 15:14	2013-07-30T15:14
TIME:24/06/2013 at 15:17	2013-06-24T15:17
DATE:19.12.2066	2066-12-19
TIME:14/05/2012 at 16:28	2012-05-14T16:28
TIME:2843-09-29 00:00:00	2843-09-29T00:00:00
DATE:20/2/2062	2062-02-20
TIME:2350-03-06 00:00:00	2350-03-06T00:00:00
DATE:13.11.63	2063-11-13
TIME:11/11/2013 at 14:04	2013-11-11T14:04
TIME:14/05/2013 at 15:45	2013-05-14T15:45
DATE:22/5/2066	2066-05-22
TIME:25/10/2013 at 13:20	2013-10-25T13:20
DATE:11/6/2071	2071-06-11
DATE:30.4.63	2063-04-30
DATE:9.1.2066	2066-01-09
DURATION:44-49 year	P46.5Y
DATE:5/5/71	2071-05-05
DURATION:23-28 week	P25.5W
DURATION:three year	P3Y
DATE:25/1/2066	2066-01-25
DURATION:17-22 yr	P19.5Y
DATE:15/9/1999	1999-09-15
TIME:20/11/2013 at 16:16	2013-11-20T16:16
DATE:today	2066-10-09
DATE:20101014	2010-10-14
DATE:26/9/2063	2063-09-26
DATE:20/8/1994	1994-08-20
DATE:16/11/2067	2067-11-16
DATE:11/7/62	2062-07-11
TIME:19/04/2012at 18:43	2012-04-19T18:43
DATE:22.6.66	2066-06-22
DURATION:21 dys	P21D
DATE:2.1.62	2062-02-01
TIME:2737-09-03 00:00:00	2737-09-03T00:00:00
DATE:2050	2050
DATE:5.7.63	2063-07-05
DATE:12/2/62	2062-12-02
TIME:24/10/2013 at 11:29	2013-10-24T11:29
DATE:2/8/1982	1982-02-08
DATE:1.9.66	2066-01-09
TIME:09/09/2013 at 11:18	2013-09-09T11:18
